demand_heat,DH Industry
-0.0,1.342412164128
-0.0,0.282556298316
-0.0,0.394782148591
-0.0,0.15594366974
-0.0,0.26318809808500004
-0.0,0.121352463272
-0.0,3.371900825
-0.0,2.33461420522
-0.0,1.443074650123
-0.0,1.8817004880850001
-0.0,3.81995902281
-0.0,2.513549750988
-0.0,4.104115846263
-0.0,2.5380971889940005
-0.0,2.571636353
-0.0,3.9707504244000003
-0.0,4.355120128464
-0.0,3.5902201704039998
-0.0,4.981619298372
-0.0,5.225394240158
-0.0,3.5259562261579998
-0.0,4.642972568598
-0.0,1.9245730948400002
-0.0,0.8527042668629999
-0.0,0.7288164182600001
-0.0,0.45205289366400003
-0.0,0.111996656256
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,3.7298471659679997
-0.0,2.862985076
-0.0,2.8403301506160004
-0.0,4.053256584713
-0.0,2.3725930768860004
-0.0,3.1042724707879996
-0.0,5.916943709334
-0.0,4.286129317514001
-0.0,4.427419688055
-0.0,2.3725930768860004
-0.0,4.211251886178
-0.0,4.119171650385001
-0.0,5.042289322895999
-0.0,3.402321668304
-0.0,2.619340891518
-0.0,2.058660532788
-0.0,4.426921793168
-0.0,0.559750923072
-0.0,0.20731862088900002
-0.0,0.622063448874
-0.0,0.262444139708
-0.0,0.063823448708
-0.0,0.074482759
0.0,0.0
-0.0,3.697919997111
-0.0,4.438841369138
-0.0,2.935539302773
-0.0,4.4921379408
-0.0,6.46053518363
-0.0,2.587953096773
-0.0,2.133682753731
-0.0,3.6052965434620003
-0.0,4.752372401535
-0.0,6.175216555536
-0.0,4.6517462097680005
-0.0,4.450841378074
-0.0,7.813026202695999
-0.0,2.540623449032
-0.0,1.889553107556
-0.0,1.950124133462
-0.0,0.69838344742
-0.0,0.515222068563
-0.0,0.7367517597879999
-0.0,0.118190955
-0.0,0.089521206408
0.0,0.0
-0.0,0.271813870494
-0.0,0.097659497812
-0.0,3.1067336709999998
-0.0,3.483982311673
-0.0,4.792136680422
-0.0,3.76800361691
-0.0,4.59920683273
-0.0,4.638876784073
