demand_heat,DH Industry
-0.0,4.442250045744
-0.0,1.715047674249
-0.0,1.305195371341
-0.0,0.5062706787200001
-0.0,0.47260561788000005
-0.0,0.33082393514400005
-0.0,5.664793386
-0.0,7.789360628940001
-0.0,4.296179322144
-0.0,5.95756427288
-0.0,12.184718856314001
-0.0,11.637239003273
-0.0,13.835044005885
-0.0,9.05557685562
-0.0,7.634792695695001
-0.0,10.793679369225002
-0.0,12.214850105136001
-0.0,10.363514725508
-0.0,12.985405864974002
-0.0,12.67780758444
-0.0,14.851766457238002
-0.0,10.815259519540001
-0.0,8.883043456160001
-0.0,2.194846683864
-0.0,1.9308967173440001
-0.0,1.6130306799360001
-0.0,0.42149778931200005
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,5.181754032336
-0.0,9.709253736
-0.0,10.100113437680001
-0.0,11.838982650635
-0.0,10.177123591780001
-0.0,11.019106722046
-0.0,13.131052017402
-0.0,14.202970222479001
-0.0,10.477230774171
-0.0,8.76637732178
-0.0,11.356300015050001
-0.0,12.761444802744
-0.0,14.439560683816
-0.0,12.554961301116002
-0.0,9.919869835581
-0.0,10.122867918046
-0.0,9.651620601644002
-0.0,2.45602625856
-0.0,1.5337489669920001
-0.0,1.911699312183
-0.0,0.240198622316
-0.0,0.240198622316
0.0,0.0
0.0,0.0
-0.0,6.522173788008
-0.0,14.58868962174
-0.0,11.102598592052
-0.0,14.161084168716
-0.0,18.30587589385
-0.0,11.623977901052001
-0.0,10.408386183044001
-0.0,11.382455146329
-0.0,14.105917204995002
-0.0,16.374513113556002
-0.0,14.10852414664
-0.0,12.973903444672
-0.0,17.386253783756
-0.0,9.414488278664
-0.0,9.565969675967999
-0.0,10.058317218329
-0.0,6.41938757834
-0.0,1.5736055160120002
-0.0,2.29712563124
-0.0,0.118190955
-0.0,0.429776082216
0.0,0.0
-0.0,0.5809591984320001
-0.0,0.36754010172400003
-0.0,5.538090457
-0.0,13.715283618544001
-0.0,15.899216070465
-0.0,14.884183713930002
-0.0,12.134893262530001
-0.0,12.941656281835002
-0.0,10.050621105860001
-0.0,10.298163618431001
-0.0,9.29082211086
-0.0,9.842284221431001
-0.0,8.80350391684
-0.0,9.898998988788
-0.0,13.280104514313
-0.0,7.900761404560001
-0.0,9.278842616964
-0.0,8.868103726181001
-0.0,6.603024729268
-0.0,5.33948744439
-0.0,2.33550853237
-0.0,0.123767742
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,5.546156276804
-0.0,11.124739721928
-0.0,8.850878765904
-0.0,10.953552018844
-0.0,7.333981319952
-0.0,8.68106942388
-0.0,7.5776237109
-0.0,9.410359548555
-0.0,10.788215231430001
-0.0,11.910546699852
-0.0,8.768871354412001
-0.0,9.781696555278002
-0.0,11.643343417422003
-0.0,7.633724274144001
-0.0,10.418768528575
-0.0,6.82455329388
-0.0,6.91272090072
-0.0,2.1247545800360004
-0.0,2.2763071831499997
-0.0,2.591011705106
0.0,0.0
-0.0,0.077966851
0.0,0.0
0.0,0.0
-0.0,3.779486397752
-0.0,8.194697161104
-0.0,9.073366267081001
-0.0,9.194565761337001
-0.0,8.381111616321002
-0.0,7.050312723621
-0.0,6.526587731208
-0.0,8.151061773266001
-0.0,6.041278782746
-0.0,7.8612545988810005
-0.0,7.718826532333001
-0.0,6.842994549312
-0.0,7.531246923572001
-0.0,8.568920754504001
-0.0,10.685465211361002
-0.0,5.331096023208
-0.0,6.902071751829
-0.0,1.9801371056939998
-0.0,2.776015832436
-0.0,0.116791444
-0.0,0.807084495432
-0.0,0.222459894
-0.0,0.111229947
-0.0,0.613855829664
-0.0,5.372406438
-0.0,14.235609002208
-0.0,11.213786083749
-0.0,12.856146267369999
-0.0,9.299379668772
-0.0,9.712910386784
-0.0,10.765234666208
-0.0,9.468866346975
-0.0,9.772279396283
-0.0,9.445958514784
-0.0,6.707966639615999
-0.0,10.776863757132002
-0.0,8.636026535136
-0.0,12.89316359345
-0.0,12.468459879141
-0.0,9.045530706784
-0.0,6.5087983140759995
-0.0,1.7383238524959999
-0.0,1.173828560688
-0.0,1.0834421638560001
-0.0,0.43875416155999997
0.0,0.0
0.0,0.0
-0.0,0.49829124312
-0.0,4.379957316
-0.0,11.777416010775001
-0.0,8.4345463675
-0.0,9.744324251625
-0.0,8.320781242499999
-0.0,8.014639257432
-0.0,7.183547137032
-0.0,6.909486950688
-0.0,6.924191093106001
-0.0,7.784051570667001
-0.0,6.997920369
-0.0,8.644424017728
-0.0,9.689944504840001
-0.0,8.283162865151999
-0.0,8.596528933851001
-0.0,7.667428129625001
-0.0,6.3792655924320005
-0.0,3.996090062883
-0.0,0.808137
-0.0,1.000755
-0.0,0.405
-0.0,0.44515574999999996
-0.0,0.2394765
0.0,0.0
-0.0,4.0667265
-0.0,8.14015575
-0.0,7.8293739375
-0.0,8.7196854375
-0.0,10.417683375000001
-0.0,8.620090875
-0.0,7.407774
-0.0,7.708932000000001
-0.0,8.3890130625
-0.0,8.285965875
-0.0,6.959352937499999
-0.0,14.849669249999998
-0.0,8.817984
-0.0,9.6573819375
-0.0,10.955047500000001
-0.0,8.829921375000001
-0.0,8.397340875000001
-0.0,2.5830900000000003
-0.0,1.240639474464
-0.0,0.392869165988
-0.0,0.089357496
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,4.67818659386
-0.0,12.802069736928
-0.0,11.689332131243
-0.0,11.602351544511002
-0.0,12.670879509617
-0.0,9.932603922118002
-0.0,9.807503428118002
-0.0,10.921715426403
-0.0,11.404786535510002
-0.0,14.113587532092
-0.0,7.538055366464
-0.0,8.681393487636
-0.0,8.536482423195999
-0.0,10.401878231689
-0.0,7.553612543625
-0.0,7.024785920439999
-0.0,6.464648430405001
-0.0,1.955499442464
-0.0,0.979844333832
-0.0,0.087050847
-0.0,0.5173605960800001
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,6.453662549004001
-0.0,10.563045797296
-0.0,11.363291203225002
-0.0,9.278958766248001
-0.0,9.579179709728
-0.0,7.6043267571560005
-0.0,6.882309644028
-0.0,6.921169142352
-0.0,9.705368628453002
-0.0,7.463844117728001
-0.0,8.42617380004
-0.0,11.152271263542001
-0.0,9.953563679966
-0.0,12.034562016715
-0.0,12.071219102114002
-0.0,7.863929820777001
-0.0,7.084576667275001
-0.0,3.5904165625899997
-0.0,0.42765689787600003
-0.0,0.351144384
-0.0,0.3848912067
-0.0,0.083165775
0.0,0.0
-0.0,0.636975912576
-0.0,5.753297478684
-0.0,11.633561316727999
-0.0,11.698236605522002
-0.0,13.421038735325002
-0.0,9.071131361104
-0.0,8.262464376912
-0.0,8.37057525522
-0.0,6.8363746001039996
-0.0,6.3909202332
-0.0,10.369330695912
-0.0,8.722241681752001
-0.0,9.898279703807999
-0.0,9.49769789562
-0.0,11.918113017031
-0.0,7.580560402188
-0.0,6.900208953156
-0.0,6.137523338928
-0.0,1.351721067876
-0.0,0.882979037116
-0.0,0.665444110232
-0.0,0.091709497
-0.0,0.091709497
0.0,0.0
0.0,0.0
-0.0,5.89325226192
-0.0,7.8639252453
-0.0,9.443182118096
-0.0,12.835979829167
-0.0,10.124380924275002
-0.0,10.8340290366
-0.0,10.329815011352
-0.0,8.149291401816
-0.0,11.015840661656
-0.0,8.8164201006
-0.0,8.7044862255
-0.0,9.025720467632
-0.0,8.407463307264
-0.0,9.573052447167
-0.0,12.314292731159002
-0.0,8.481347413720002
-0.0,8.949794670264
-0.0,1.7491221367679999
-0.0,1.71116497056
-0.0,1.1713408399360001
0.0,0.0
-0.0,0.080715328
0.0,0.0
-0.0,0.446568177024
-0.0,5.409830188936
-0.0,10.467478184795
-0.0,11.482970441985
-0.0,9.56569677981
-0.0,6.65136791064
-0.0,7.355120556559999
-0.0,7.420432028038
-0.0,6.8486913851510005
-0.0,6.960741253975001
-0.0,6.08797488956
-0.0,5.7996767083359995
-0.0,6.32407148908
-0.0,7.04843631468
-0.0,10.22729059045
-0.0,9.320938125884
-0.0,5.485328748060001
-0.0,7.070518334662
