demand_electricity,pv,heat_pump,battery,import,export_pv
-6.196406797935197,0.0,-10.02103448275862,0.0,16.21744128069382,0.0
-5.229406797938282,0.0,-4.110689655172414,0.0,9.340096453110696,0.0
-4.927467955938482,0.0,-3.336896551724138,0.0,8.26436450766262,0.0
-3.0599999999903957,0.0,-2.157241379310345,0.0,5.217241379300741,0.0
-2.3189999999958673,0.0,-1.8124137931034483,0.0,4.131413793099315,0.0
-2.4549999999944703,0.0,-0.9062068965517242,0.0,3.3612068965461943,0.0
-2.6000000000058208,0.0,-14.482758620689655,0.0,17.082758620695476,0.0
-3.065999999998894,0.0,-29.871724137931036,0.0,32.93772413792993,0.0
-3.070000000006985,0.509158755,-23.536551724137933,0.0,26.097392969144916,0.0
-5.031999999999243,3.0689866674999995,-22.84689655172414,0.0,24.809909884223384,0.0
-7.596999999994296,2.4205699474999998,-33.376896551724144,0.0,38.55332660421844,0.0
-7.2849999999962165,1.8974017899999998,-29.752068965517243,0.0,35.13966717551346,0.0
-8.609000000004016,12.1009047675,-33.16034482758621,0.0,29.668440060090226,0.0
-12.764000000010128,9.938260392499998,-23.151724137931037,0.0,25.977463745441167,0.0
-8.252999999996973,2.430192415,-29.27896551724138,0.0,35.101773102238354,0.0
-8.01699999999255,0.31239353,-25.870689655172416,0.0,33.57529612516497,0.0
-7.184000000001106,0.0,-27.5548275862069,0.0,34.738827586208004,0.0
-8.495000000009895,0.0,-19.871724137931036,0.0,28.36672413794093,0.0
-8.856999999989057,0.0,-23.71344827586207,0.0,32.57044827585113,0.0
-11.867999999994936,0.0,-23.151724137931037,0.0,35.01972413792598,0.0
-11.125000000014552,0.0,-27.121724137931036,0.0,38.24672413794559,0.0
-10.267999999996391,0.0,-20.73793103448276,0.0,31.005931034479147,0.0
-8.189999999995052,0.0,-18.92551724137931,0.0,27.115517241374363,0.0
-4.917999999997846,0.0,-5.260689655172414,0.0,10.17868965517026,0.0
-4.729000000013912,0.0,-5.348965517241379,0.0,10.07796551725529,0.0
-3.587999999988824,0.0,-4.787586206896552,0.0,8.375586206885377,0.0
-2.495999999991909,0.0,-1.2510344827586208,0.0,3.74703448275053,0.0
-2.5489999999990687,0.0,-0.0,0.0,2.5489999999990687,0.0
-1.8250000000043656,0.0,-0.0,0.0,1.8250000000043656,0.0
-2.6310000000157743,0.0,-0.0,0.0,2.6310000000157743,0.0
-1.9749999999912689,0.0,-14.35448275862069,0.0,16.32948275861196,0.0
-2.974999999991269,0.0,-26.896551724137932,0.0,29.871551724129205,0.0
-4.445000000006985,0.5862998675,-27.97931034482759,0.0,31.838010477334574,0.0
-4.911000000007334,3.7398033099999997,-30.746551724137934,0.0,31.91774841414527,0.0
-7.214999999989232,4.0472249775,-24.875862068965517,0.0,28.043637091454748,0.0
-6.148000000001048,5.164180397499999,-25.437586206896555,0.0,26.421405809397605,0.0
-7.444999999999709,9.08894545,-28.717586206896556,0.0,27.073640756896264,0.0
-17.11699999999837,3.4332403549999992,-34.716206896551725,0.0,48.3999665415501,0.0
-11.384000000005472,1.3920365424999999,-27.210000000000004,0.0,37.20196345750548,0.0
-7.211999999999534,0.324140445,-21.427586206896553,0.0,28.315445761896086,0.0
-6.040999999990163,0.0,-24.836206896551726,0.0,30.877206896541892,0.0
-8.009000000012747,0.0,-21.21103448275862,0.0,29.220034482771368,0.0
-8.579999999987194,0.0,-26.08724137931035,0.0,34.66724137929754,0.0
-9.288000000000466,0.0,-23.71344827586207,0.0,33.001448275862536,0.0
-11.240000000005239,0.0,-20.61,0.0,31.850000000005235,0.0
-8.818999999995867,0.0,-23.368620689655174,0.0,32.18762068965104,0.0
-6.024000000012165,0.0,-26.73689655172414,0.0,32.76089655173631,0.0
-6.770999999993364,0.0,-7.289655172413793,0.0,14.060655172407158,0.0
-4.80899999999383,0.0,-4.9158620689655175,0.0,9.724862068959347,0.0
-3.6230000000068685,0.0,-6.127241379310345,0.0,9.750241379317213,0.0
-2.688000000009197,0.0,-1.2510344827586208,0.0,3.9390344827678176,0.0
-2.252999999996973,0.0,-1.2510344827586208,0.0,3.504034482755594,0.0
-2.18399999999383,0.0,-0.0,0.0,2.18399999999383,0.0
-2.8509999999951106,0.0,-0.0,0.0,2.8509999999951106,0.0
-2.5430000000051223,0.0,-16.984827586206897,0.0,19.52782758621202,0.0
-2.7730000000010477,0.0,-30.393103448275863,0.0,33.166103448276914,0.0
-3.301500000001397,0.35570137,-22.02896551724138,0.0,24.97476414724278,0.0
-4.519499999994878,3.7073591075000003,-25.654137931034484,0.0,26.46627882352936,0.0
-5.9540000000051805,4.243812977499999,-31.781034482758624,0.0,33.49122150526381,0.0
-6.69999999999709,2.55467704,-23.06344827586207,0.0,27.20877123585916,0.0
-9.455999999998312,13.8117850225,-21.684137931034485,0.0,17.328352908532796,0.0
-14.277999999998428,11.652199925,-23.71344827586207,0.0,26.3392483508605,0.0
-9.527000000009139,3.2959095099999995,-27.987931034482763,0.0,34.2190215244919,0.0
-11.245999999984633,0.2697799275,-25.269310344827588,0.0,36.245530417312224,0.0
-6.763500000015483,0.0,-21.77241379310345,0.0,28.535913793118933,0.0
-6.348999999987427,0.0,-18.019310344827588,0.0,24.368310344815015,0.0
-9.13749999999709,0.0,-23.368620689655174,0.0,32.50612068965226,0.0
-10.337000000014086,0.0,-14.009655172413794,0.0,24.34665517242788,0.0
-10.972000000001572,0.0,-17.329655172413794,0.0,28.301655172415366,0.0
-9.761999999987893,0.0,-20.954827586206896,0.0,30.716827586194785,0.0
